centro_codigo;centro_nombre;centro_tipo_codigo;centro_tipo_desc_abreviada;centro_tipo_descripcion;centro_titularidad;dat_codigo;dat_nombre;direccion_coor_x;direccion_coor_y;bilingue_idioma;british;seccion_ling_ingles;seccion_ling_frances;seccion_ling_aleman
28021975;MIRASOL;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;439522;4481830;IN;;;;
28022104;LOS OLMOS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;443397;4473632;IN;;;;
28022207;CARMEN MARTIN GAITE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;417649;4503042;IN;;;;
28022414;BIENAVENTURADA VIRGEN MARIA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;436573;4472018;IN;;;;
28022487;NERVION;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;441979;4477565;IN;;;;
28022724;CIUDAD ESCOLAR;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441939;4486204;IN;;;;
28022797;SAN PIO X;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;426053;4480944;IN;;;;
28022864;VIRGEN DE LA PEÑA SACRA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;426702;4508859;IN;;;;
28022876;SAN SEBASTIAN;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;472635;4489072;IN;;;;
28022943;NUESTRA SEÑORA DEL REMOLINO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;450950;4509748;IN;;;;
28022992;SAN MIGUEL ARCANGEL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;417440;4503145;IN;;;;
28023066;VILLA DE MOSTOLES;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;427149;4462893;IN;;;;
28023108;ANTONIO HERNANDEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;426115;4464834;IN;;;;
28023111;JUAN PEREZ VILLAAMIL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;427384;4463207;IN;;;;
28023121;COLEGIO VILLAEUROPA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;2;Madrid-Sur;425383;4463946;IN;;;;
28023273;PRINCIPE DE ASTURIAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;413855;4508566;IN;;;;
28023327;CARMEN MARTIN GAITE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;413293;4460168;IN;;;;
28023364;ISABEL LA CATOLICA;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;393905;4471644;IN;;;;
28023376;INTERNACIONAL EUROVILLAS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;3;Madrid-Este;476899;4467089;IN;;;;
28023443;VIRGEN DE LA RIBERA FUND. HNOS.;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;454982;4484461;IN;;;;
28023534;MAGERIT;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;434410;4453582;IN;;;;
28023741;LOS ANGELES;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;4;Madrid-Oeste;433426;4472530;IN;;;;
28023807;ASUNCION DE NUESTRA SEÑORA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;430784;4476625;IN;;;;
28023832;SAN JOSE DE CLUNY;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;431662;4477754;IN;;;;
28023911;GERARDO DIEGO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;433232;4477228;IN;;;;
28023923;SAN JOSE OBRERO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;432492;4477294;IN;;;;
28023935;INSTITUTO VERITAS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;432935;4474131;IN;;;;
28023947;ESCUELAS PIAS DE SAN FERNANDO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;431176;4477665;IN;;;;
28024071;NUESTRA SEÑORA DE NAVAHONDA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;395465;4483807;IN;;;;
28024125;SAN JOSE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;424894;4489664;IN;;;;
28024186;FUNDACION COLEGIO BERRIZ;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;420288;4487760;IN;;;;
28024253;VIRGEN DE NAVALAZARZA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;448065;4503773;IN;;;;
28024290;VEGA DEL JARAMA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;455106;4474892;IN;;;;
28024319;CIUDADES UNIDAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;455428;4474540;IN;;;;
28024356;SAN LORENZO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;403114;4493981;IN;;;;
28024460;GENERAL IZQUIERDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;449784;4458637;IN;;;;
28024551;FRANCISCO CARRILLO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446717;4488737;IN;;;;
28024617;NUESTRA SEÑORA DE VALVANERA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446359;4488891;IN;;;;
28024629;SILVIO ABAD;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446981;4488336;IN;;;;
28024642;JOAN MIRO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;1;Madrid-Norte;447149;4489890;IN;;;;
28024794;DUQUE DE RIVAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;412522;4466856;IN;;;;
28024800;VIRGEN DEL ROSARIO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;433738;4511589;IN;;;;
28024812;EL PILAR;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;1;Madrid-Norte;433713;4511765;IN;;;;
28024861;EL BUEN GOBERNADOR;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;459150;4478452;IN;;;;
28024897;SAN JUAN BOSCO;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;3;Madrid-Este;460977;4478077;IN;;;;
28024964;MIGUEL DE CERVANTES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;460089;4479436;IN;;;;
28024988;SAN JUAN EVANGELISTA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;3;Madrid-Este;460263;4477399;IN;;;;
28024991;J.A.B.Y.;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;3;Madrid-Este;459318;4478564;IN;;;;
28025014;ISAAC PERAL;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;461603;4478436;IN;;;;
28025026;LAS VEREDILLAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;460077;4479606;IN;;;;
28025166;SAN IGNACIO DE LOYOLA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;419326;4492238;IN;;;;
28025178;LOS ANGELES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;420644;4492459;IN;;;;
28025373;RAMON LINACERO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;460088;4497307;IN;;;;
28025403;JESUS ARAMBURU;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;1;Madrid-Norte;456338;4504715;IN;;;;
28025415;MIGUEL DE CERVANTES;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;3;Madrid-Este;474525;4460413;IN;;;;
28025567;SANTIAGO APOSTOL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;415793;4478680;IN;;;;
28025634;NUESTRA SEÑORA DE LA VICTORIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;475967;4446393;IN;;;;
28025661;HERMANOS GARCIA NOBLEJAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;424235;4467368;IN;;;;
28025804;SAN JOSE DE VALDERAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;430762;4467323;IN;;;;
28025816;SAN ANDRES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;434475;4501248;IN;;;;
28025828;FELIPE II;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;446203;4472071;IN;;;;
28025968;NUESTRA SEÑORA DE LA FUENCISLA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;440733;4470197;IN;;;;
28025981;VIRGEN DEL CERRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;444935;4471921;IN;;;;
28026006;FONTARRON;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;446248;4471799;IN;;;;
28026067;RAMON PEREZ DE AYALA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;446361;4479671;IN;;;;
28026092;LOS CASTILLOS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;431213;4467748;IN;;;;
28026195;TIRSO DE MOLINA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;434796;4501130;IN;;;;
28026523;CERVANTES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;432831;4459054;;S;;;
28026596;SEVERO OCHOA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;459890;4478960;IN;;;;
28026602;VICENTE ALEIXANDRE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;461111;4477823;IN;;;;
28028155;DANIEL VAZQUEZ DIAZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;415706;4500190;IN;;;;
28028222;PIO BAROJA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;436527;4465449;;S;;;
28028261;EL OLIVAR;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;455488;4475243;IN;;;;
28028301;ARQUITECTO PEDRO GUMIEL;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;467874;4482731;IN;;;;
28028325;PARQUE DE LISBOA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;430919;4467002;;S;;;
28028337;TORRES QUEVEDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;453556;4475440;IN;;;;
28028374;DIONISIO AGUADO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;431497;4459521;IN;;;;
28028386;DOCTOR SEVERO OCHOA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;438972;4462336;;S;;;
28028416;PASAMONTE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;445028;4473722;IN;;;;
28028428;AVENIDA DE LOS TOREROS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;443606;4476086;IN;;;;
28028431;MARIANO JOSE DE LARRA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;436011;4471128;IN;;;;
28028453;LA ESTRELLA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;443434;4473420;IN;;;;
28028465;SAN JUAN BAUTISTA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;444178;4478137;IN;;S;;
28028568;MANUEL DE FALLA;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;424898;4464545;IN;;;;
28028571;LAS ROZAS I;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;4;Madrid-Oeste;426438;4482429;IN;;;;
28028672;RAMIRO DE MAEZTU;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441808;4477079;IN;;;;S
28028738;BEATRIZ GALINDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;468571;4480541;IN;;;;
28028741;DULCINEA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;469511;4482582;IN;;;;
28028775;EMILIO CASADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;445104;4488331;IN;;;;
28028799;SANTIAGO RAMON Y CAJAL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;429989;4467006;IN;;;;
28028805;VICENTE ALEIXANDRE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;430297;4466184;IN;;;;
28028842;LOPE DE VEGA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;434224;4463914;IN;;;;
28028854;DIONISIO RIDRUEJO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;446227;4480458;IN;;;;
28028891;LAS CUMBRES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;425547;4463064;IN;;;;
28029123;MESETA DE ORCASITAS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;439688;4469279;IN;;;;
28029160;SAN MIGUEL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;426163;4483114;IN;;;;
28029573;SAGRADO CORAZON REPARADORAS;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;425642;4481451;IN;;;;
28029597;SAN FERNANDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;447820;4431328;IN;;;;
28029603;SANTA TERESA DE JESUS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;447485;4430996;IN;;;;
28029652;FRANCISCO DE QUEVEDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;431285;4459870;IN;;;;
28029901;GONZALO DE BERCEO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;452095;4474697;IN;;;;
28029913;MENENDEZ PIDAL;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;453373;4474747;IN;;;;
28030058;PARQUE;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;4;Madrid-Oeste;418946;4494324;IN;;;;
28030137;FORTUNY;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;441483;4476129;IN;;;S;
28030149;CIUDAD DE LOS POETAS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;439162;4479925;IN;;;;
28030150;RAMON Y CAJAL;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;444059;4482066;IN;;;;
28030186;DAMASO ALONSO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440628;4482066;IN;;;;
28030198;CARDENAL HERRERA ORIA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;439677;4481555;IN;;;;
28030216;HUMANEJOS;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;434580;4453421;IN;;;;
28030228;LEON FELIPE;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;3;Madrid-Este;458744;4479130;IN;;;;
28030368;IPLACEA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;469235;4480529;IN;;;;
28030411;VICALVARO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;449008;4472874;IN;;;;
28030472;SAN JUAN BAUTISTA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;444123;4478048;;S;;;
28030824;VALDEPALITOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;445257;4488821;IN;;;;
28030915;GALILEO GALILEI;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;2;Madrid-Sur;428726;4465828;IN;;;;
28030927;BLAS DE OTERO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;435312;4471198;IN;;;;
28031075;VIRGEN DEL CORTIJO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;443714;4482130;IN;;;;
28031087;CIUDAD DE ROMA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;443562;4474126;IN;;;;
28031130;BLAS DE OTERO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;425757;4464852;IN;;;;
28031142;PINAR PRADOS DE TORREJON;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;432433;4478041;IN;;;;
28031211;FUENTESANTA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;434069;4502674;IN;;;;
28031348;MARIANO JOSE DE LARRA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;448354;4475734;IN;;;;
28031351;PABLO PICASSO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;445138;4480213;IN;;;;
28031415;CELSO EMILIO FERREIRO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;420841;4462363;IN;;;;
28031440;FRANCISCO DE QUEVEDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;468177;4480553;IN;;;;
28031506;ANTONIO MACHADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;426110;4481095;IN;;;;
28031521;ANTONIO MACHADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446613;4489679;IN;;;;
28031531;ANTONIO MACHADO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;461698;4478484;IN;;;;
28031555;ESCUELA SUPERIOR DE HOSTELERIA Y TURISMO;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;437838;4474136;IN;;;;
28031786;LOS NEGRALES;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;413622;4498994;IN;;;;
28031993;NUESTRA SEÑORA DE LA VEGA;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;5;Madrid-Capital;439616;4480557;IN;;;;
28032183;VIRGEN MILAGROSA;015;CPR INF-PRI;CENTRO PRIVADO DE EDUCACIÓN INFANTIL Y PRIMARIA;PRIVADO CONCERTADO;5;Madrid-Capital;445688;4480734;IN;;;;
28032331;MIGUEL HERNANDEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;470291;4482198;IN;;;;
28032341;GARCIA LORCA;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;468333;4482063;IN;;;;
28032353;MIGUEL HERNANDEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;1;Madrid-Norte;446211;4488343;IN;;;;
28032389;MIGUEL HERNANDEZ;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;429948;4465663;IN;;;;
28032390;LEON FELIPE;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;3;Madrid-Este;462277;4461004;IN;;;;
28032420;JOHN LENNON;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;431430;4459265;IN;;;;
28032456;FERNANDO DE LOS RIOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;2;Madrid-Sur;437804;4461299;IN;;;;
28032481;CIUDAD DE JAEN;042;IES;INSTITUTO DE EDUCACIÓN SECUNDARIA;PÚBLICO;5;Madrid-Capital;440564;4469252;IN;;S;;
28032511;FRANCISCO DE QUEVEDO;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;4;Madrid-Oeste;425286;4480321;IN;;;;
28032584;NUESTRA SEÑORA DEL ROSARIO;070;CP INF-PRI-SEC;COLEGIO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PÚBLICO;2;Madrid-Sur;441818;4448717;IN;;;;
28032638;PADRE MANYANET;072;CPR INF-PRI-SEC;CENTRO PRIVADO DE EDUCACIÓN INFANTIL, PRIMARIA Y SECUNDARIA;PRIVADO CONCERTADO;1;Madrid-Norte;443570;4489086;IN;;;;
28032791;EUGENIO MARIA DE HOSTOS;014;CP INF-PRI;COLEGIO DE EDUCACIÓN INFANTIL Y PRIMARIA;PÚBLICO;5;Madrid-Capital;439127;4480076;IN;;;;
