bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,labels,description,newDevelopment,detailedType,status,priceByArea,url,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,neighborhood,topPlus,highlight
4,Madrid,378.0,True,False,"{'subtitle': 'Zona Estación, Pozuelo de Alarcón', 'title': 'Terraced house'}",True,5,False,nan,False,49,FR193523,es,nan,1150000.0,103717990,40.4407165,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Gilmar exclusively presents a wonderful corner semi-detached house in the heart of Avenida de Europa in Pozuelo.This luxurious villa, built in 2004, is in perfect condition and has been recently updated to offer all the comforts and high quality finishes that the most demanding buyers are looking for. Located in a quiet residential neighborhood, but a few meters from all the services of Avenida de Europa and Pozuelo Estación, this chalet is ideal for those looking to live in a quiet and exclusive environment without giving up the comfort of having everything within reach. The house has a functional distribution and large, bright spaces.On the ground floor, we find a hall, a 35m2 living room and a kitchen with an office, both with direct access to the garden.There is also a guest toilet on this floor.On the bedroom floor, there is a master suite and two double bedrooms that share a full bathroom.Furthermore, on the upper floor, we find a large attic with a bathroom, which could be used as the fourth bedroom. The chalet also has a basement that houses a multipurpose room, ideal as a laundry and ironing room, as well as for storing objects.There is also a closet room that could serve as a service room.In addition, it has a large garage with capacity for two cars. The location of this villa is unbeatable, since it is located in an area with all the necessary services and great communications with both the capital and other areas of Madrid.In addition, less than 10 kilometers away is the prestigious Santa María del Monte school. As for nearby infrastructure, we can highlight the Zielo Shopping Pozuelo shopping center, which is located a few minutes by car.There are also several bus lines that pass near the chalet location, as well as the Pozuelo Estación commuter station. The Pozuelo de Alarcón neighborhood is known for being one of the most exclusive residential areas in Madrid.It offers a great quality of life, with large green areas, parks, sports facilities and a wide range of services and shops.In addition, it has an excellent connection with the center of Madrid thanks to its proximity to the A-6. In short, this semi-detached house on Avenida de Europa in Pozuelo is a unique opportunity for those looking for a luxury home in a privileged location.Do not miss the opportunity to see this magnificent property and contact our team at the Gilmar office in Pozuelo, on Avenida de Europa 14.You can call us at or send an email to.For more information about this property, please provide us with reference 193523. Gilmar is a leading real estate company in the Spanish market, with more than 35 years of experience helping its clients find the home of their dreams.Our team of highly qualified professionals is committed to offering a personalized and quality service, adapted to the needs of each client.We have a wide portfolio of exclusive properties in the best locations in Madrid and other cities in Spain.Trust Gilmar to find your ideal home.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3042.0,https://www.idealista.com/inmueble/103717990/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3f/58/5a/1200844486.jpg,subdistrict Zona Estación,True,-3.8009919,Zona Estación,Pozuelo de Alarcón,nan,chalet,Zona Estación,False,nan
5,Madrid,450.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Duplex in Paseo del hontanar, 1'}",True,4,False,True,False,31,ph.v.037,es,False,1875000.0,103135188,40.410071,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Realizza The property sells, this ground floor with a completely renovated garden where the height of all the ceilings of the house have been raised, as soon as you enter it you are in the entrance hall and on the right we find an office, a games room and a toilet On the next mezzanine floor we find the completely renovated main living room with large windows that overlook the outside garden, the kitchen has been completely renovated, and a service bedroom with natural light and ventilation has been added next to the kitchen. plus a laundry area. On the first floor we find two very large bedrooms, each with its bathroom and dressing rooms, plus the master bedroom with a huge dressing room and a very large bathroom. In the outside area of the house there is a fantastic garden with a pool and porch area, as well as a fantastic pergola outside. The La Finca area has excellent public transport connections, thanks to the light metro and regular buses that stop in the different sections of the La Finca urbanization. The area also has a large number of private schools such as Kesington Shool American School, British Council, Colegio Internacional, Los Rosales, and Retamar; shopping centers such as El Corte Inglés in Pozuelo, the Zielo shopping center, El Zoco, and the Kinepolis multiplexes (with the largest cinemas in Spain); Sports centers such as Rebook sport La Finca, and golf courses such as the Somosaguas Golf Club. Realizza La Finca, since 2012, has been the leading real estate agency in the La Finca urbanization. It offers a wide selection of luxury homes (townhouses, ground floor apartments with gardens, penthouses and independent chalets) for purchase and rent, located in La Finca. de Pozuelo, and is characterized by exclusively offering homes located in this privileged residential area of Madrid. With more than 12 years of experience in La Finca and with in-depth knowledge of all the urbanizations that comprise it. To achieve this, we have a team with extensive experience in the luxury real estate market, and a very direct relationship with La Finca from its beginnings to today. Our long professional career allows us to offer excellent management and find solutions to the needs of each client with the aim of achieving their satisfaction and trust.",False,"{'typology': 'flat', 'subTypology': 'duplex'}",good,4167.0,https://www.idealista.com/inmueble/103135188/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/3c/e6/06/1179410610.jpg,"Paseo del hontanar, 1",True,-3.8034892,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,bj,duplex,La Finca,False,nan
6,Madrid,730.0,True,False,"{'subtitle': 'Montealina, Pozuelo de Alarcón', 'title': 'Detached house'}",True,5,False,nan,False,41,51116,es,nan,1900000.0,95710516,40.4387345,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'villaType', 'text': 'Villa'}]","Marta Gómez Faiña from GV | MONTE ALINA sells the following property: Large independent villa of 730 square meters in the Monte Alina Urbanization on a plot of 1.400 square meters. Solidly built, bright and well distributed. It should be noted its perfect location in a quiet and well located street. With a consolidated and well-kept garden in which we also find a wonderful swimming pool. Undoubtedly an interesting option to move into one of the most charming residential areas around Madrid. Distribution Ground floor: Entrance hall. Guest toilet. Wardrobe. Three lounges, one of them with a fireplace and with access to the garden. Dinning room. Large 90 meter covered porch. Kitchen with office. Pantry. Service room with bathroom. Garden tools storage room with independent exit to the outside. First floor: Master bedroom suite with bathroom and dressing room. Two bedrooms that share a bathroom. One bedroom with en suite bathroom. Large living room at two heights. Semi basement floor: Multipurpose room with sauna. Guest toilet. Machine room. Laundry room. Cellar. Garage for eight cars. A significant percentage of our properties are not published on idealista at the express wish of the owners. For more information on more properties in this area go to our website.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,2603.0,https://www.idealista.com/inmueble/95710516/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9c/fb/6d/1009766380.jpg,subdistrict Montealina,True,-3.8530827,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,Montealina,False,nan
7,Madrid,925.0,True,False,"{'subtitle': 'Prado Largo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,7,False,nan,False,42,FR186923,es,nan,5400000.0,102474119,40.4302443,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}, {'name': 'villaType', 'text': 'Villa'}]","On one of the best plots of the urbanization, with more than 5,400m2, a well-established garden and maximum privacy, Gilmar presents a fantastic home with a 550m2 main floor completely renovated in 2012. The house has a living room with several rooms with more than 130m2, a master suite with covered pool, office, guest suite, three double bedrooms, kitchen with office, dining room and on the semi-basement floor it has a garage, service apartment, bedrooms facilities and storage, etc. Prado Largo is one of the reference urbanizations in the northwest area of ​​Madrid, with a single entrance and exit it provides security and tranquility to its neighbors in a natural environment just a few minutes from the capital. In its surroundings we can find a complete range of services: Shopping and leisure centers (Souk, Kinepolis, Equinoccio, etc.), Schools (Retamar, British Council, Escolapios, etc.), Universities (Francisco de Vitoria, Complutense-Somosaguas, ESIC, European, CEU, etc.), Clinics and Hospitals (Puerta de Hierro, La Zarzuela, Quirón, etc.), Public and private sports facilities: Valle de las Cañas, Las Encinas, David Lloyd, etc. in addition to having a natural environment that It delights its neighbors. DISTRIBUTION: GROUND FLOOR: Hall, large living room with several rooms, living room/office, dining room, guest toilet, kitchen with central island, office, master suite (with bathroom, dressing room, indoor pool, caretaker's bedroom with bathroom), guest suite , two rooms that share a bathroom. BASEMENT: Garage, apartment (2D+bathroom+living room+kitchen), summer living room with kitchenette, small suite, small suite, laundry room, storage room, storage room, utility room CHARACTERISTICS: Interior carpentry: wood Exterior carpentry: aluminum Heating: underfloor heating Air conditioner Alarm Indoor and outdoor pool.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,5838.0,https://www.idealista.com/inmueble/102474119/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/92/e2/1158228242.jpg,subdistrict Prado Largo,True,-3.8500176,Urbanizaciones,Pozuelo de Alarcón,nan,chalet,Prado Largo,False,nan
3,Madrid,234.0,True,False,"{'subtitle': 'Prado de Somosaguas, Pozuelo de Alarcón', 'title': 'Flat'}",True,4,False,True,False,34,FR188305,es,True,750000.0,102425772,40.4093011,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Gilmar exclusively presents a fantastic apartment in one of the best urbanizations in Prado de Somosaguas. The house has 234 m2 built and is distributed in 4 double bedrooms, 3 bathrooms, kitchen with office and utility room, large living room with terrace and is transmitted with two parking spaces and a storage room, it has a functional distribution, wide spaces and It is in good condition. The urbanization with more than 40,000m2 of common areas offers 24 hour security, tennis and paddle tennis courts, children's areas, swimming pools and a very large consolidated garden. Prado de Somosaguas is a neighborhood very well connected to the capital and with all kinds of services just a few minutes walk away (pharmacy, bank, supermarket, bars, etc). The municipality of Pozuelo de Alarcón offers its residents a complete range of public and private Educational Centers (Universidad de Somosaguas, Monte Tabor, British Council, Instituto Veritas, Colegio Retamar, etc.), Hospitals and Clinics (Quirón University Hospital, Clínica La Zarzuela , Puerta de Hierro University Hospital, Fremap Clinic, etc.), shopping and leisure centers (Zoco, Kinepolis, El Torreón, Carrefour), sports facilities (Valle de las Cañas sports city, Las Encinas Club, Villa de Madrid Country Club, Reebok La Finca, etc), which make this municipality one of the favorites for its easy communication with the capital and the area's offer. A home that you cannot stop knowing before deciding to buy your new home. CHARACTERISTICS: Heating: Individual Natural Gas Elevator Yard Pool Tennis and Padel children's area Clothes line 24 hour security doorman State of preservation: good.",False,{'typology': 'flat'},good,3205.0,https://www.idealista.com/inmueble/102425772/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/be/ba/13/1156889725.jpg,subdistrict Prado de Somosaguas,True,-3.8005071,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,1,flat,Prado de Somosaguas,False,nan
3,Madrid,229.0,True,False,"{'subtitle': 'Prado de Somosaguas, Pozuelo de Alarcón', 'title': 'Flat'}",True,5,False,True,False,44,LA187549,es,True,1020000.0,101944887,40.4081408,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Gilmar Pozuelo-Aravaca, offers you housing located in a luxury urbanization in Prado de Somosaguas, where you can enjoy two swimming pools (adults and children), gym, two paddle tennis courts, children's area, large consolidated green areas, with surveillance 24 hours. The urbanization is very close to the soon-to-open shopping center ""La Finca Grand Café"". Its 229 square meters are distributed in a spacious entrance hall, equipped with two closets and a large guest toilet complete with shower. From its independent living room of about 40 square meters, we can access a large square terrace of 12 meters. Separate kitchen with office area and clothesline. In the rest area, we have 5 bedrooms (two of them en suite), plus three more complete bathrooms. The house is completed with 2 parking spaces and a storage room (Included in the price) OTHER FEATURES: Heating: Individual Natural Gas Air conditioning (COLD/HEAT) Elevator Swimming pools Tennis-Paddle/Gym Alarm Clothes line 24 hour security doorman Condition: good.",False,{'typology': 'flat'},good,4454.0,https://www.idealista.com/inmueble/101944887/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/b8/f4/02/1138963575.jpg,subdistrict Prado de Somosaguas,True,-3.8009621,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,2,flat,Prado de Somosaguas,False,nan
2,Madrid,82.0,True,False,"{'subtitle': 'La Finca, Pozuelo de Alarcón', 'title': 'Flat in Avenida de Luis García Cereceda'}",True,1,False,True,True,23,002370,es,True,895000.0,102858180,40.4048509,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Total surface area 122,67 m², flat usable floor area 81,36 m², double bedrooms: 1, 1 bathrooms, 1 toilets, wheelchair-friendly, air conditioning (cold), age less than 5 years, built-in wardrobes, lift, heating (suelo radiante), ext. woodwork (aluminum), internal carpentry (blanca), kitchen, dining room, state of repair: new build, car park (2), garden (own), utility room, neighbours per floor: 2, floor no. : 1, facing south, swimming pool (community), automatic door phone, reinforced door, security system, sunny, terrace, lands: stoneware, storeroom, double glazing, exterior, inner courtyard, energy emission rate: A, 3, energy consumption rate: A, 15.",False,{'typology': 'flat'},good,10915.0,https://www.idealista.com/inmueble/102858180/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/4d/b8/05/1173786223.jpg,Avenida de Luis García Cereceda,True,-3.8020593,Zona Prado de Somosaguas - La Finca,Pozuelo de Alarcón,bj,flat,La Finca,False,nan
5,Madrid,977.0,True,False,"{'subtitle': 'Zona Pueblo, Pozuelo de Alarcón', 'title': 'Detached house'}",True,6,False,nan,False,48,nan,es,nan,4500000.0,103448374,40.442368,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}, {'name': 'villaType', 'text': 'Villa'}]","Detached villa of 977 m² distributed over 3 floors, built on a splendid plot of 2,532 m², and located at the highest level of the urbanization, with extraordinary views in one of the most privileged locations in Pozuelo. The distribution of the home is organized into three generous levels. Main floor: Large lobby Living-dining room in two rooms, with access to a large terrace overlooking the private garden Separate dining room Separate kitchen with office, laundry area, pantry and access to the garden courtesy toilet Bedroom with private bathroom These rooms are organized around a magnificent central garden. First floor: Master bedroom en suite with dressing room, panoramic terrace and bathroom Bedroom with own bathroom Two large bedrooms that share a connected bathroom This level also has a charming central garden. Low level Spacious room with access to the garden Living area and television Gym with spa area, including jacuzzi and sauna Boiler room and installations Cleanliness Storage room Garage with space for 3 cars In the garden, next to the salt pool, there is a large covered gazebo, equipped with a grill, kitchen and air-conditioned living room.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",good,4606.0,https://www.idealista.com/inmueble/103448374/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/2b/30/67/1190612863.jpg,subdistrict Zona Pueblo,True,-3.8245323,Zona Pueblo,Pozuelo de Alarcón,nan,chalet,Zona Pueblo,False,nan
3,Madrid,210.0,True,False,"{'subtitle': 'Zona Avenida Europa, Pozuelo de Alarcón', 'title': 'Terraced house'}",True,4,False,nan,False,31,NY94837,es,nan,730000.0,99231617,40.439658,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Gilmar Pozuelo - Aravaca, presents a corner townhouse, very close to Avenida de Europa, along with all the essential services (pharmacies, food, restaurants. Public and private health, as well as the ease of public transportation (light rail, commuter trains, several direct bus lines to Moncloa, universities, schools, shopping centers, etc. ). Its 210 square meters are distributed over three floors on a 238 square meter plot. Its main floor consists of a living room with access to a terrace - private garden of approximately 110 square meters. Separate kitchen and guest toilet. On its first floor and rest area, it has four bedrooms and a full bathroom. On the basement floor there is a second summer-winter living room, a full bathroom and a garage for two cars. In the house, in addition to some extensions that were made, the possibility of opening an attic was prepared for those who wish to do so. All the plumbing and electricity was changed, as well as its exterior carpentry.",False,"{'typology': 'chalet', 'subTypology': 'terracedHouse'}",good,3476.0,https://www.idealista.com/inmueble/99231617/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c9/a2/db/1176217351.jpg,subdistrict Zona Avenida Europa,True,-3.796973,Zona Avenida Europa,Pozuelo de Alarcón,nan,chalet,Zona Avenida Europa,False,nan
5,Madrid,875.0,True,False,"{'subtitle': 'Somosaguas, Pozuelo de Alarcón', 'title': 'House'}",True,6,False,nan,False,49,VC16857,es,nan,2480000.0,25718189,40.4206756,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"[{'name': 'luxuryType', 'text': 'Luxury'}]","Beautiful detached house in Somosaguas A. Nice plotIt has 2.721 meters with swimming pool and tennis court. The house has an elevator. Distribution: Entrance hall, guest toilet, office and large living room with access to the porch, terrace that borders the entire house. Kitchen with office and pantry. 2nd floor: Bedroom area consisting of a total of 4 very large bedrooms en suite. Attic: Large bedroom suite with dressing room and exit to a nice terrace. Basement: Service area (bedroom, bathroom and ironing room), guest bedroom, bathroom. Winery and party room with support kitchen. Garage with capacity for 2 cars. Located in an old estate of the Marqués de Urquijo, it is one of the luxury residential areas, only 10 kilometers from Madrid. Road link by exit 38 of the M-40 and by the Carretera de Castilla M-500, M-502 and M-503. It has the highest average economic income in Spain. Considered the urbanization of Madrid where more families of the nobility, politics and Spanish culture live, the typology of the houses is homogeneous, being independent houses with minimum parcels of 2.500 m 2The urbanization has 24H security and a shopping center El Zoco with all the necessary services, pharmacies, prestigious restaurants such as the Urrechu Restaurant, supermarkets, banks, veterinary clinic. Very close to the urbanization there are several sports centers: the gym the Finca, Somosaguas golf club an equestrian center and the prestigious Real Club de Campo, where you can make any sporting activity. Nearby there are also several private Hospitals: The Hospital Quiron, Monteprincipe Hospital and the Public Hospital Puerta de hierro. Communicated with Madrid by public transport by light rail with the ML-2 line, which connects to Colonia Colonia Jardín and the Estación de Cercanías de Aravaca, as well as the H and A lines of EMT buses and with intercity buses 656 and 657. Prestigious colleges, such as the Retamar or British Council School.",False,{'typology': 'chalet'},good,2834.0,https://www.idealista.com/inmueble/25718189/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/c0/92/fc/1115957022.jpg,subdistrict Somosaguas,True,-3.7846377,Somosaguas,Pozuelo de Alarcón,nan,chalet,Somosaguas,False,nan
3,Madrid,150.0,True,False,"{'subtitle': 'Somosaguas, Pozuelo de Alarcón', 'title': 'Flat'}",True,3,False,True,False,46,VMO2310002,es,True,1190000.0,102851519,40.4159638,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"BEAUTIFUL FIRST FLOOR WITH TWO GARDENS AND PRIVATE POOL IN SOMOSAGUAS This bright and cozy apartment, with three magnificent bedrooms, is located in one of the most sought after developments of Somosaguas. Built in 2008, with the best qualities, it is in perfect condition and has an area of 142 m2, plus two private gardens, one of them with its own pool. The day area is made up of a hall distributor that leads to a living-dining room of 40 m2, guest toilet and a large kitchen with separate clothesline. Both the living area and the kitchen give way to a south facing garden of almost 100 m2 ideal for meals throughout the year and pleasant summer dinners. The sleeping area consists of the large master bedroom, with dressing area and en suite bathroom with whirlpool tub and separate shower. It is completed by two other large bedrooms sharing a bathroom. All bedrooms overlook the north facing garden, an oasis of tranquility of more than 150 m2 with a pergola and a beautiful pool. The whole house has home automation to control the air conditioning independently in each room, underfloor heating, ducted air conditioning and central vacuum system. The modern urbanization is located next to Somosaguas A, has 24h concierge and video surveillance, common areas of more than one hectare among which there is a swimming pool for adults and children, full gym, paddle tennis and Spa. Perfectly communicated both by private vehicle and public transport, it is located next to the Casa de Campo, the wonderful green lung of Madrid, La Finca and Prado de Somosaguas, where we find numerous prestigious educational centers, hospitals and an unbeatable commercial, leisure and sports offer. Can you imagine living here?",False,{'typology': 'flat'},good,7933.0,https://www.idealista.com/inmueble/102851519/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/9a/19/dc/1169465195.jpg,subdistrict Somosaguas,True,-3.7858904,Somosaguas,Pozuelo de Alarcón,bj,flat,Somosaguas,False,nan
2,Madrid,273.0,True,False,"{'subtitle': 'Zona norte, Pozuelo de Alarcón', 'title': 'Flat'}",True,3,True,True,False,39,W-02T1L3,es,True,890000.0,103016100,40.4542854,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,nan,"Beautiful ground floor with garden Engel & Völkers presents this luxurious ground floor with garden in a gated and guarded urbanization with gardens and swimming pool. It is a renovated and redistributed home with premium qualities by Porcelanosa. It has a large living room connected to the garden through a huge window and an open concept kitchen. The rest area consists of three bedrooms, Two of them in suite with an office. It also has a large storage room and a comfortable garage space. The garden, for its part, is square, it is level with the living room and has a sunny area with awnings and another with artificial grass. Pozuelo de Alarcón, for its quality of life and, above all, for proximity to the center of Madrid, has become one of the most demanded population centers in the area northwest of the Community of Madrid. Pozuelo de Alarcón is a young and modern municipality with all the necessary services at our fingertips. Perfectly connected by a wide road network that allows easy and quick access to the municipalities near and to the center of Madrid. The proximity of the M-50, M-40, M-30 and M-503. It also has a wide public transport network. There are 2 Renfe Cercanías stations that serve the area: El Barrial and Pozuelo, in addition to a wide network of buses that travel through the municipality and contact the nearby municipalities and with the Moncloa interchange, as well as the light rail. Pozuelo de Alarcón stands out for its wide academic offer. We can find recognized educational centersprestige, both national and international, as well as university centers such as the University of Somosaguas and Francisco de Vitoria University. The health services are also very noteworthy, they are many hospitals and health centers that provide service to Pozuelo de Alarcón. Its wide and varied cultural and leisure offer is known. Its extensive parks and gardens and its proximity to Monte del Pilar and Casa de Campo. Pozuelo de Alarcón offers us the possibility of residing in a quiet and safe environment with all the services at our reach and with all the advantages of a residential area.",False,{'typology': 'flat'},good,3260.0,https://www.idealista.com/inmueble/103016100/,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/1a/72/db/1183816316.jpg,subdistrict Zona norte,True,-3.8138496,Zona norte,Pozuelo de Alarcón,nan,flat,Zona norte,False,nan
