bathrooms,province,size,hasPlan,topNewDevelopment,suggestedTexts,hasVideo,rooms,has360,exterior,hasStaging,numPhotos,externalReference,country,hasLift,price,propertyCode,latitude,showAddress,parkingSpace,operation,description,newDevelopment,detailedType,status,priceByArea,url,newDevelopmentFinished,thumbnail,address,has3DTour,longitude,district,municipality,floor,propertyType,topPlus,highlight
6,Madrid,546.0,True,False,"{'subtitle': 'Coimbra - Guadarrama, Móstoles', 'title': 'Detached house'}",False,10,False,nan,True,35,W-02NHGO,es,nan,690000.0,95995730,40.3091331,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Singular property in Parque Coimbra Engel & Völkers exclusively presents an impressive mansion, located on a plot of 2,725 m2 and 546 m2 built. We access the house through a hall with a magnificent staircase. On this floor we find a large living room of more than 80 m2 and a cinema room area. Next to the living room there is a magnificent kitchen where the new owner can make the kitchen of his dreams. On this same floor there is a small living room and two service bedrooms with bathroom. Going up to the second floor there is a large hall with access to the 7 bedrooms. The master bedroom, en suite, of large dimensions counts with dressing room. All bedrooms are spacious and bright with unobstructed views. The basement consists of a garage for 5 cars, five rooms for storage or storage and a room built especially for a safe. The property was built with the best materials, including wood brought by ship from Brazil, which gives great value to the house. The new owner will be able to rehabilitate this house to his taste preserving the noble materials of the house. Parque Coimbra, a town belonging to the municipality of Móstoles (Madrid, Spain), is located 5 kilometers by highway from the city of Móstoles. Nestled on the southwestern boundary of the municipality, on the banks of the Guadarrama River, in the valley of the same name, it is administratively part of the Coimbra-Guadarrama Municipal District, along with a nearby residential area known as Colonia Guadarrama. Its urban distribution is mostly made up of single-family homes and large green areas. It has a large number of public services and shopping centers, including the Madrid Intu Xanadu shopping and leisure complex, which has the largest artificial and indoor snow slope in Spain; it has direct and immediate access to the A-5 freeway, a public transport network, a health center, a parish, public schools, a secondary school, and an old people's home. Parque Coimbra is one of the towns in the southwest of the Community of Madrid with the greatest demographic growth in recent years. However, this has stopped at present due to the impossibility of continuing to build, as the land surrounding Parque Coimbra is protected parkland. The area is only 20 minutes from Madrid Center. It has several parks nearby, and the Rey Juan Carlos Hospital is 9 minutes away.",False,"{'typology': 'chalet', 'subTypology': 'independantHouse'}",renew,1264.0,https://www.idealista.com/inmueble/95995730/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/68/71/2b/1198179522.jpg,Coimbra - Guadarrama,False,-3.9335302,Coimbra - Guadarrama,Móstoles,nan,chalet,False,nan
1,Madrid,77.0,False,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat in Calle empecinado'}",False,2,False,True,False,9,3 MOSTOLES68144EMPECINADO,es,False,95300.0,31059710,40.3207246,False,nan,sale,"2 bedroom apartment in the town of Móstoles, province of Madrid. Located in a residential area with all services and good communications (nearby bus stops, Pradillo metro station 5 minutes walk away, good road access to the M-506 road). The area has all kinds of facilities and services, educational, health and sports centers, supermarkets, restaurants, etc. The house is located on the first floor of a building built in 1973. It has an area of 77 m² and consists of a living-dining room, fitted kitchen, 2 bedrooms and 1 bathroom. Housing on offer Ordered Sales Period until 03/6/2023 at 6:00 p. m.",False,{'typology': 'flat'},renew,1238.0,https://www.idealista.com/inmueble/31059710/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/eb/9b/13/1201086486.jpg,Calle empecinado,False,-3.859836,Centro,Móstoles,1,flat,False,nan
2,Madrid,131.0,True,False,"{'subtitle': 'Norte - Universidad, Móstoles', 'title': 'Flat in Calle Becquer'}",False,4,False,True,False,20,731681-BHP,es,True,233000.0,103423385,40.332464,False,nan,sale,"! GREAT OPPORTUNITY! NO ADDITIONAL EXPENSES FOR THE BUYER 100% FINANCING. Initial contribution of only €23,300, the apartment can be yours! Apartment in the Pintores de Móstoles area with 96 m2 located on the second floor of a building with an elevator. The house is exterior and has a large 14m2 terrace, kitchen with clothesline, living room, 4 bedrooms and 2 bathrooms. The apartment has 2 bedrooms, 1 bathroom, separate kitchen and living room. Aluminum windows, wooden floors and stoneware. Very quiet area in Móstoles, with large green areas and all kinds of services at your fingertips. Unbeatable financing conditions, 100% FINANCING, without Guarantors, you will only have to have the cats. Do not hesitate to request information and make your visit.",False,{'typology': 'flat'},good,1779.0,https://www.idealista.com/inmueble/103423385/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/85/51/b3/1189060455.jpg,Calle Becquer,False,-3.8588754,Norte - Universidad,Móstoles,2,flat,False,nan
1,Madrid,75.0,False,False,"{'subtitle': 'El Soto - Coveta, Móstoles', 'title': 'Flat in Avenida Olímpica'}",False,3,False,True,False,1,147,es,True,137000.0,103853340,40.3275994,False,nan,sale,"Ares Real Estate Group sells in Móstoles, a 75 m² apartment consisting of 3 bedrooms, living room with open terrace, kitchen and bathroom. It is a 6th exterior floor with an elevator. Central heating and cold water. Area surrounded by all the necessary services. State of the home to update. -*Community fee: €150/month -*Couta IBI: €378/annual approx. NEW PHOTOS COMING SOON! Request a visit without obligation. *This advertisement is not contractual and may contain errors* Grupo Inmobiliario Ares was founded more than a decade ago and directed by professionals in the real estate sector with more than 20 years of experience. From the beginning we have been based on a single idea, applying the best sales techniques, adopting the foundations of honesty, integrity and ethics. Our daily improvement policy is to know and analyze the degree of satisfaction of each of our clients, which is why our personal commitment is to guarantee your peace of mind in all phases of the purchase and sale. Entrust the purchase of your new home to Grupo Inmobiliario Ares, having at your disposal the most professional and efficient company in the sector, according to clients, with a unique and innovative working method. Being one of the few real estate companies that have grown in recent years, both in volume of employees hired and in operations carried out. Welcome home.",False,{'typology': 'flat'},renew,1827.0,https://www.idealista.com/inmueble/103853340/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/86/4a/1b/1202239089.jpg,Avenida Olímpica,False,-3.8862507,El Soto - Coveta,Móstoles,5,flat,False,nan
1,Madrid,90.0,False,False,"{'subtitle': 'Sur, Móstoles', 'title': 'Flat in Av Carlos v'}",False,2,False,True,False,16,2532,es,True,182000.0,103870155,40.3137089,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",sale,"Real estate group sells a wonderful, very bright apartment in a private urbanization on Carlos V Avenue in Móstoles. It consists of: *Entrance hall. *Very large living room. *Furnished and fully equipped kitchen with appliances. *2 large bedrooms. *Full bathroom. *Clothes line. Finca with elevator. The urbanization has common areas, garage and storage room. Floors of platform. Individual heating of natural gas. Communication: In front of the Puerta del Sur university hospital. SUBJECT TO PROTECTION REGIME. SEE CONDITIONS. WE FINANCE 100% - Check mortgage conditions!",False,{'typology': 'flat'},good,2022.0,https://www.idealista.com/inmueble/103870155/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ff/1b/ce/1202731749.jpg,AV CARLOS V,False,-3.8629031,Sur,Móstoles,1,flat,False,nan
3,Madrid,100.0,False,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat in Travesía de la Rejilla'}",False,2,False,True,False,16,VIVIENDA CALLE REJILLA,es,False,170000.0,103876066,40.3247051,False,nan,sale,"Attention all home seekers! We present an apartment for sale in Móstoles that will leave you speechless. With an area of 98m2, this wonderful property has a privileged location in a quiet area and close to public transport. Upon entering this cozy apartment, you can enjoy a spacious living room and a fully furnished kitchen. In addition, it has two full bathrooms and a toilet, as well as two bedrooms that will provide you with all the space you need. But that's not all, you can also enjoy a perfect terrace to enjoy the outdoors! The property has been recently renovated and has wooden floors, updated bathrooms, double glazed tilt-and-turn windows, solid oak doors and smooth-finished walls. Close to schools, parks, shops and public transport, this apartment is ideal for those looking for a home with easy access to all the amenities and services of the city. In addition, community fees are only €15 per month. Located on the ground floor, this apartment is perfect for those looking for a home suitable for use by people with reduced mobility. Despite not having an elevator, this apartment is a unique opportunity for those looking for a home in a privileged location. Don't miss the opportunity to visit this wonderful property today. Contact us at / and schedule your visit!",False,{'typology': 'flat'},good,1700.0,https://www.idealista.com/inmueble/103876066/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/75/94/cd/1202922548.jpg,Travesía de la Rejilla,False,-3.8643941,Centro,Móstoles,bj,flat,False,nan
1,Madrid,90.0,False,False,"{'subtitle': 'Centro, Móstoles', 'title': 'Flat in calles las palmas'}",False,3,False,True,False,12,VIVIENDA CALLE LAS PALMAS,es,True,190000.0,103877287,40.3200492,False,nan,sale,"Apartment for sale in Móstoles, with an area of 85m2 and a 24m2 storage room. This property is located in a privileged location, in a quiet area and close to public transport. It has a large living room, a fully furnished kitchen, 2 full bathrooms and 3 bedrooms. In addition, it has a terrace ideal for enjoying the outdoors. The property is close to schools, parks, shops and public transportation. Community expenses are €70 per month. It is located on the ground floor and is suitable for people with reduced mobility, although it does not have an elevator. Don't miss this unique opportunity, contact us at / and schedule your visit. Floor 4, without elevator.",False,{'typology': 'flat'},renew,2111.0,https://www.idealista.com/inmueble/103877287/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/57/17/83/1202961034.jpg,calles las palmas,False,-3.8615541,Centro,Móstoles,4,flat,False,nan
1,Madrid,72.0,True,False,"{'subtitle': 'Sur, Móstoles', 'title': 'Flat'}",False,3,True,nan,False,60,277520,es,True,146000.0,102842332,40.3193164,False,nan,sale,"DONPISO SELLS ATTENTION INVESTORS, This beautiful apartment is for sale, only for investors, the apartment is rented to responsible and paying families. The apartment is 72 m² with 3 bedrooms, a full bathroom and a fully equipped kitchen.Spacious and very bright living room with closed aluminum terrace. As for the qualities, it has aluminum windows, a boiler in perfect condition, and natural gas heating. The community fee is 60 euros, without spills, the building is favorable, the façade has just been plastered and the roof has been renovated.The Ibi is 350 euros more or less. It is located on the seventh floor with an elevator and its own storage room.It is surrounded by shops, hotels, several bus lines and metro stops, the closest being an 8-minute walk away, Pradillo metro.Next to the Rafael Martínez sports center and the hospital. Consult fees.(The indicated RRP does not include taxes or writing expenses). FOR OWNERS: Do you need to sell to buy? We help you by coordinating everything and with a mortgage change of house. Are you in a hurry to sell? We offer you a quick sale with all the guarantees. Do you need a mortgage? In donpiso you find it and in preferential conditions. Inheritances? , Divorces? , we help you and coordinate everything. Get informed:.",False,{'typology': 'flat'},good,2028.0,https://www.idealista.com/inmueble/102842332/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/ee/07/db/1200853661.jpg,Sur,False,-3.8613558,Sur,Móstoles,7,flat,False,nan
2,Madrid,96.0,True,False,"{'subtitle': 'Este, Móstoles', 'title': 'Flat in Nicaragua, 11'}",True,4,False,True,False,29,NCRG11,es,True,185000.0,96388122,40.3197379,True,nan,sale,"PAR Servicios Inmobiliarios sells a great apartment in Móstoles with 4 bedrooms and 2 bathrooms, one of them en suite. The spacious kitchen has incorporated the terrace to make a huge dining room with views. It has a large hall and central heating. The apartment is located in a gated community with gardens and play areas for children. Next to the Villafontana municipal sports center and the La Fuensanta shopping center, as well as a Lidl and an Aldi very close. The Plaza Loranca 2 shopping center is also very close. An apartment with many possibilities in Móstoles to start a new life. Call us and come and meet him!",False,{'typology': 'flat'},good,1927.0,https://www.idealista.com/inmueble/96388122/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/43/be/74/945740716.jpg,"Nicaragua, 11",False,-3.8501623,Este,Móstoles,4,flat,False,nan
2,Madrid,97.0,False,False,"{'subtitle': 'Sur, Móstoles', 'title': 'Flat in Calle Nápoles, 23'}",False,4,False,True,False,9,100-60734642,es,False,195000.0,103855802,40.31338,True,nan,sale,"GRUPO REIN puts at your disposal this Apartment with an area of approximately 97 m², kitchen, 4 bedrooms and 2 bathrooms. Building without elevator. PROPERTY WITH SPECIAL SALE. Property with Special Sale! Flash Sale properties are subject to a special auction sale process. A period is established in which interested parties may submit offers, thus guaranteeing equal opportunities in the process. You have until 6:00 PM to place your best bid! If you are looking for a home to live in a well-connected area, this apartment is ideal for you. It is also an excellent option for those who want to invest and obtain a good return through rental. All this, in addition, with excellent communications by public transport and roads. Request more information without any type of commitment at or.",False,{'typology': 'flat'},renew,2010.0,https://www.idealista.com/inmueble/103855802/,nan,https://img3.idealista.com/blur/WEB_LISTING/0/id.pro.es.image.master/96/50/df/1202328285.jpg,"Calle Nápoles, 23",False,-3.8662,Sur,Móstoles,5,flat,False,nan
